credit_score,traffic_index,veh_value,gender_M,area_B,area_C,area_D,area_E,area_F,veh_body_CONVT,veh_body_COUPE,veh_body_HBACK,veh_body_HDTOP,veh_body_MCARA,veh_body_MIBUS,veh_body_PANVN,veh_body_RDSTR,veh_body_SEDAN,veh_body_STNWG,veh_body_TRUCK,veh_body_UTE,agecat_2,agecat_3,agecat_4,agecat_5,agecat_6,veh_age_2,veh_age_3,veh_age_4,log_amount
658.0,147.0,1.1527847675565026,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,5.541494547887006
559.0,150.0,0.887891257352457,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.919330451935416
371.0,108.0,0.8320391794265639,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,6.350853458951881
383.0,161.8,0.7471617688661835,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,8.740531617181189
701.0,147.5,1.1029362601481643,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,5.5594073329039935
607.0,126.5,0.7829878845597347,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,8.595742821927686
616.0,121.6,1.196615807872367,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7.58222874012455
392.0,102.0,0.4662465803680232,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,6.831288103958062
616.0,94.6,0.9146894505071812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,6.048972055063045
588.0,138.3,0.6254035284734257,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6.427556563205006
529.0,158.1,1.2950011026734998,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,6.5898952170946465
663.0,120.1,0.8415671856782188,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,6.709826670771181
317.0,60.5,1.4509110042058628,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.806066316118972
653.0,117.1,0.9910270779881722,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,5.518229112801528
326.0,133.5,1.4586150226995167,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,7.144317336506299
766.0,104.2,0.36464311358790924,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,5.160955668804643
403.0,114.0,1.7476334111854996,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,7.648469177511093
389.0,122.7,1.7399397204982585,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,8.444481835247919
492.0,97.0,1.2519054580812388,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,8.796844981634695
386.0,133.5,1.2889571282309333,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,7.213603996387513
516.0,70.3,1.2612978709452054,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,6.709168824491086
757.0,98.1,0.5771750043075247,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,5.94228837030776
662.0,118.5,0.8696183236757244,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.149378192519913
604.0,69.5,1.4687955826316341,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,8.313918227641084
619.0,115.4,1.0349622615916536,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,5.148047423328952
326.0,120.8,1.3010087668375303,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,10.131783665774611
411.0,93.3,0.445326641533295,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.440306534591182
380.0,96.2,0.887891257352457,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.982418992778483
396.0,109.7,1.1835659945482733,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,8.874377014234147
358.0,119.3,1.2002659423946096,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10.298647477505165
569.0,87.8,2.0353590291096473,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,9.830080472930598
811.0,139.3,0.9321640810304452,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,5.957559679737148
588.0,111.1,0.8175747589349972,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,6.656011492125742
680.0,150.0,0.887891257352457,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,5.799287419734963
619.0,76.4,0.9234649356221554,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,5.859281281922596
385.0,95.9,0.6486726904581158,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,7.969117845377657
420.0,100.5,0.945072533299607,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,8.521033170849115
319.0,133.5,0.788002711572624,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,6.9420223005322335
496.0,56.2,1.2519054580812388,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,7.868939786716162
845.0,139.3,1.1174340429086975,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,5.9499564044815285
483.0,142.5,0.4021262068426498,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5.697079679363107
580.0,101.2,0.9146894505071812,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.225092896568533
604.0,150.0,1.2487549470978292,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,6.803941814689665
354.0,99.7,0.32570013963930183,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,8.650101243279268
524.0,116.9,0.5894519442211802,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,7.6277811380214775
351.0,133.5,1.0112372091831088,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,8.411445060089608
521.0,133.5,0.6371057896763205,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,5.8545905413142565
636.0,120.1,1.7550781956337,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8.689425446446014
682.0,55.5,1.6339158678409256,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.775960897620262
491.0,45.9,0.9146894505071812,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,6.960225119118218
663.0,117.1,2.7830958287576775,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,10.221529511251678
692.0,81.8,0.32570013963930183,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,4.872753345990581
438.0,43.5,0.7523590401917913,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,8.773661640439851
775.0,64.8,1.0543120297715298,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.018172937609362
409.0,120.0,0.9910270779881722,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.484524381077463
655.0,70.5,0.7471617688661835,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,6.3347316716970115
312.0,120.8,0.9364854391596744,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.209004560477139
532.0,142.5,1.1700022847547826,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,8.16080238739165
439.0,44.1,0.6195006403916469,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,6.745721528236702
368.0,71.0,0.8649974374866045,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,8.695406490363446
477.0,88.5,0.9535865166178519,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,8.327371376433943
641.0,92.0,0.927823967687828,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,5.736304795574715
656.0,112.8,0.9620286235480088,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,5.27708538685425
728.0,131.8,0.8127064156175846,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.45103650406966
811.0,152.7,1.8089442939821558,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,7.437978465075393
514.0,122.8,0.6544063522435147,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7.668963303759859
472.0,148.5,0.7677907235557112,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,7.688060262477577
623.0,43.5,1.1801922756605325,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,8.706487746915062
818.0,112.5,0.9013801191384009,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,6.838943506095844
586.0,124.9,1.2889571282309333,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,7.274424314351183
762.0,139.6,0.506817602368452,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,6.46303885001228
466.0,107.6,1.2296405510745139,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,7.743741892740245
651.0,141.6,0.8649974374866045,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,6.328435446876059
319.0,160.6,0.7979575449122904,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,8.986852853512055
816.0,98.3,1.1317246401183119,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,5.966731503244028
502.0,142.4,1.5835045304075959,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,7.7442771103941395
438.0,138.0,1.4611698957649975,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,6.666279942298235
403.0,78.0,0.5771750043075247,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,8.449482776979588
619.0,86.4,0.8696183236757244,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,7.404464025469137
607.0,100.7,1.0807877037555578,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,6.783631898980568
423.0,142.5,1.1174340429086975,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,8.767004517004075
614.0,113.7,0.8368145303723584,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,6.541608229529412
614.0,82.8,0.36464311358790924,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,6.789913617757309
500.0,111.0,1.0992787332112701,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,5.778803660798307
505.0,148.5,2.123338802717019,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,8.896491493020617
668.0,124.8,0.6254035284734257,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6.792997540857383
749.0,126.5,1.7741045339893342,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,7.728743411463236
588.0,113.5,0.9146894505071812,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.476817626203239
627.0,130.8,0.6254035284734257,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,6.532919958241106
453.0,80.0,1.777829563694557,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,7.015401438564653
716.0,81.2,1.772236802739191,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,8.38226858185842
649.0,81.7,1.7476334111854996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,7.2006223678484895
318.0,150.0,0.8224195162640844,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,7.881881788589068
630.0,66.6,0.7523590401917913,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,5.862355941241382
310.0,106.6,1.8356168522918315,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,10.038711060038937
431.0,132.0,0.41673470036639515,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,6.241104175499737
581.0,93.2,0.9828272556743992,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,6.532622650206508
726.0,147.0,1.3648153294427665,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,6.119736069775628
436.0,57.4,0.7419373447293773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,8.474525951519071
603.0,133.6,0.4731237565819792,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,5.205870615366189
807.0,127.5,0.9234649356221554,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.89374558030425
485.0,150.0,0.7575294394892135,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,6.465120770315658
382.0,103.1,1.764542422934502,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9.097075429149584
636.0,130.3,2.1821109395261713,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.027354988097775
701.0,130.3,0.9098299056119182,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7.351909946172043
484.0,89.3,1.5698651373142771,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8.326660273000495
759.0,120.8,1.023170093501251,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,6.067983202906144
607.0,103.7,1.2002659423946096,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8.503975952882543
617.0,87.2,0.3873011374804931,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,5.481968739993754
644.0,97.5,1.069526707773013,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,6.269109768463826
695.0,93.0,0.9745596399981308,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,7.569539269361305
785.0,141.0,0.688134638736401,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,5.765262563554347
369.0,135.0,0.6429059641231987,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,7.469789741279383
827.0,140.4,1.0581374561023915,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,5.766512115130157
629.0,66.9,0.7260982806996313,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,7.040834855303044
353.0,30.0,0.8175747589349972,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,7.192193449919998
700.0,150.2,0.8510052651755257,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,5.7872512889794185
483.0,151.4,0.7779477822524105,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,7.415022471685369
346.0,42.2,0.8787965274465745,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,9.502023470388034
460.0,137.6,0.8078142555380714,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,6.68987097268711
658.0,120.1,0.28517894223366247,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5.183859183718802
346.0,141.0,0.7471617688661835,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,6.886276270191347
403.0,150.0,0.3873011374804931,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,5.744776555168812
327.0,118.0,1.1065804583172865,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,7.133857690149938
659.0,79.9,1.088225195781623,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.85095970389834
332.0,114.0,1.0657446850424928,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,7.44995239718652
380.0,43.5,0.9102726595485922,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,6.457030841554326
490.0,136.5,0.3947411447451887,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,7.496284948898765
596.0,69.5,0.6486726904581158,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,5.379026337910927
800.0,135.0,0.29341560429954144,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,5.222874304019191
833.0,120.1,1.5277939233935902,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,7.910151386317122
576.0,116.0,1.0349622615916536,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,6.270701930140072
650.0,123.0,1.0466169935497294,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,5.674585177843694
833.0,120.1,0.6657759837638133,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,5.904191813422211
321.0,141.0,2.05668455455722,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,10.328087775007198
624.0,135.0,1.0388622842623356,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,6.069605232005552
